date,cash,holdings,equity,n_positions,drawdown
2020-09-14,100000.0,0.0,100000.0,0,0.0
2020-09-15,100000.0,0.0,100000.0,0,0.0
2020-09-16,100000.0,0.0,100000.0,0,0.0
2020-09-17,100000.0,0.0,100000.0,0,0.0
2020-09-18,100000.0,0.0,100000.0,0,0.0
2020-09-21,100000.0,0.0,100000.0,0,0.0
2020-09-22,100000.0,0.0,100000.0,0,0.0
2020-09-23,100000.0,0.0,100000.0,0,0.0
2020-09-24,100000.0,0.0,100000.0,0,0.0
2020-09-25,100000.0,0.0,100000.0,0,0.0
2020-09-28,100000.0,0.0,100000.0,0,0.0
2020-09-29,100000.0,0.0,100000.0,0,0.0
2020-09-30,100000.0,0.0,100000.0,0,0.0
2020-10-01,100000.0,0.0,100000.0,0,0.0
2020-10-02,100000.0,0.0,100000.0,0,0.0
2020-10-05,100000.0,0.0,100000.0,0,0.0
2020-10-06,100000.0,0.0,100000.0,0,0.0
2020-10-07,100000.0,0.0,100000.0,0,0.0
2020-10-08,100000.0,0.0,100000.0,0,0.0
2020-10-09,100000.0,0.0,100000.0,0,0.0
2020-10-12,100000.0,0.0,100000.0,0,0.0
2020-10-13,100000.0,0.0,100000.0,0,0.0
2020-10-14,100000.0,0.0,100000.0,0,0.0
2020-10-15,100000.0,0.0,100000.0,0,0.0
2020-10-16,100000.0,0.0,100000.0,0,0.0
2020-10-19,100000.0,0.0,100000.0,0,0.0
2020-10-20,100000.0,0.0,100000.0,0,0.0
2020-10-21,100000.0,0.0,100000.0,0,0.0
2020-10-22,100000.0,0.0,100000.0,0,0.0
2020-10-23,100000.0,0.0,100000.0,0,0.0
2020-10-26,100000.0,0.0,100000.0,0,0.0
2020-10-27,100000.0,0.0,100000.0,0,0.0
2020-10-28,100000.0,0.0,100000.0,0,0.0
2020-10-29,100000.0,0.0,100000.0,0,0.0
2020-10-30,100000.0,0.0,100000.0,0,0.0
2020-11-02,100000.0,0.0,100000.0,0,0.0
2020-11-03,100000.0,0.0,100000.0,0,0.0
2020-11-04,100000.0,0.0,100000.0,0,0.0
2020-11-05,100000.0,0.0,100000.0,0,0.0
2020-11-06,100000.0,0.0,100000.0,0,0.0
2020-11-09,100000.0,0.0,100000.0,0,0.0
2020-11-10,100000.0,0.0,100000.0,0,0.0
2020-11-11,100000.0,0.0,100000.0,0,0.0
2020-11-12,100000.0,0.0,100000.0,0,0.0
2020-11-13,100000.0,0.0,100000.0,0,0.0
2020-11-16,100000.0,0.0,100000.0,0,0.0
2020-11-17,100000.0,0.0,100000.0,0,0.0
2020-11-18,100000.0,0.0,100000.0,0,0.0
2020-11-19,100000.0,0.0,100000.0,0,0.0
2020-11-20,100000.0,0.0,100000.0,0,0.0
2020-11-23,100000.0,0.0,100000.0,0,0.0
2020-11-24,100000.0,0.0,100000.0,0,0.0
2020-11-25,100000.0,0.0,100000.0,0,0.0
2020-11-27,100000.0,0.0,100000.0,0,0.0
2020-11-30,100000.0,0.0,100000.0,0,0.0
2020-12-01,100000.0,0.0,100000.0,0,0.0
2020-12-02,100000.0,0.0,100000.0,0,0.0
2020-12-03,100000.0,0.0,100000.0,0,0.0
2020-12-04,100000.0,0.0,100000.0,0,0.0
2020-12-07,100000.0,0.0,100000.0,0,0.0
2020-12-08,100000.0,0.0,100000.0,0,0.0
2020-12-09,100000.0,0.0,100000.0,0,0.0
2020-12-10,100000.0,0.0,100000.0,0,0.0
2020-12-11,100000.0,0.0,100000.0,0,0.0
2020-12-14,100000.0,0.0,100000.0,0,0.0
2020-12-15,100000.0,0.0,100000.0,0,0.0
2020-12-16,100000.0,0.0,100000.0,0,0.0
2020-12-17,100000.0,0.0,100000.0,0,0.0
2020-12-18,100000.0,0.0,100000.0,0,0.0
2020-12-21,100000.0,0.0,100000.0,0,0.0
2020-12-22,100000.0,0.0,100000.0,0,0.0
2020-12-23,100000.0,0.0,100000.0,0,0.0
2020-12-24,100000.0,0.0,100000.0,0,0.0
2020-12-28,100000.0,0.0,100000.0,0,0.0
2020-12-29,100000.0,0.0,100000.0,0,0.0
2020-12-30,100000.0,0.0,100000.0,0,0.0
2020-12-31,100000.0,0.0,100000.0,0,0.0
2021-01-04,90053.85020446777,9783.340286254883,99837.19049072266,1,-0.0016280950927733961
2021-01-05,90053.85020446777,9958.210327148438,100012.06053161621,1,0.0
2021-01-06,90053.85020446777,10003.100204467773,100056.95040893555,1,0.0
2021-01-07,80103.81050109863,20638.34977722168,100742.16027832031,2,0.0
2021-01-08,50192.890281677246,50243.54409408569,100436.43437576294,5,-0.0030347364173325397
2021-01-11,50192.890281677246,51131.449199676514,101324.33948135376,5,0.0
2021-01-12,40060.81045150757,62363.860916137695,102424.67136764526,6,0.0
2021-01-13,19714.140739440918,82312.39954948425,102026.54028892517,8,-0.0038870623005567984
2021-01-14,19714.140739440918,84539.76358604431,104253.90432548523,8,0.0
2021-01-15,19714.140739440918,83551.08298873901,103265.22372817993,8,-0.009483391568900768
2021-01-19,19714.140739440918,86375.79491996765,106089.93565940857,8,0.0
2021-01-20,19714.140739440918,86019.2031288147,105733.34386825562,8,-0.0033612216742006096
2021-01-21,9180.24057006836,96459.63839912415,105639.8789691925,9,-0.004242218523545227
2021-01-22,9180.24057006836,96312.00059890747,105492.24116897583,9,-0.005633847232706213
2021-01-25,9180.24057006836,96722.69199371338,105902.93256378174,9,-0.0017626845983504946
2021-01-26,9180.24057006836,95971.99045181274,105152.2310218811,9,-0.00883877091355656
2021-01-27,9180.24057006836,90758.34561157227,99938.58618164062,9,-0.05798240369865293
2021-01-28,8306.00996017456,92278.5536327362,100584.56359291077,9,-0.05189344335330981
2021-01-29,8306.00996017456,90083.63312149048,98389.64308166504,9,-0.07258268684849212
2021-02-01,8306.00996017456,92853.40074539185,101159.4107055664,9,-0.04647495469948382
2021-02-02,8306.00996017456,94276.03025436401,102582.04021453857,9,-0.03306529901320476
2021-02-03,8306.00996017456,93306.95537185669,101612.96533203125,9,-0.04219976475195719
2021-02-04,8306.00996017456,95749.63284111023,104055.64280128479,9,-0.019175172889676184
2021-02-05,8306.00996017456,95365.72747421265,103671.7374343872,9,-0.02279385136762413
2021-02-08,8306.00996017456,98156.8983669281,106462.90832710266,9,0.0
2021-02-09,8306.00996017456,97918.75727462769,106224.76723480225,9,-0.002236845639879914
2021-02-10,8306.00996017456,98434.60884857178,106740.61880874634,9,0.0
2021-02-11,8306.00996017456,102915.38173675537,111221.39169692993,9,0.0
2021-02-12,8306.00996017456,103631.18753051758,111937.19749069214,9,0.0
2021-02-16,8306.00996017456,102818.13430595398,111124.14426612854,9,-0.007263476688624482
2021-02-17,8306.00996017456,102559.79252243042,110865.80248260498,9,-0.00957139388965178
2021-02-18,8306.00996017456,101151.07795524597,109457.08791542053,9,-0.02215625932101639
2021-02-19,8306.00996017456,103446.93127250671,111752.94123268127,9,-0.001646068171629822
2021-02-22,8306.00996017456,100415.23513793945,108721.24509811401,9,-0.028729970596642285
2021-02-23,8306.00996017456,100281.87977218628,108587.88973236084,9,-0.02992131153372679
2021-02-24,8306.00996017456,101971.46215438843,110277.47211456299,9,-0.014827290778538171
2021-02-25,8306.00996017456,97281.65211486816,105587.66207504272,9,-0.05672408777410565
2021-02-26,8306.00996017456,99214.06076049805,107520.07072067261,9,-0.03946075897055423
2021-03-01,8306.00996017456,102293.06097793579,110599.07093811035,9,-0.01195426169833358
2021-03-02,8306.00996017456,99715.49040412903,108021.50036430359,9,-0.03498119672608513
2021-03-03,8306.00996017456,96937.86445045471,105243.87441062927,9,-0.05979534265738096
2021-03-04,8306.00996017456,93304.8611164093,101610.87107658386,9,-0.09225107154363887
2021-03-05,8306.00996017456,95800.24898338318,104106.25894355774,9,-0.06995832236898336
2021-03-08,8306.00996017456,91816.11568069458,100122.12564086914,9,-0.10555089920672212
2021-03-09,8306.00996017456,96584.33224487305,104890.34220504761,9,-0.06295365118668883
2021-03-10,8306.00996017456,95355.34415817261,103661.35411834717,9,-0.07393291558003434
2021-03-11,8306.00996017456,98924.10671234131,107230.11667251587,9,-0.042051086892430645
2021-03-12,8306.00996017456,97927.01349639893,106233.02345657349,9,-0.050958699717249645
2021-03-15,8306.00996017456,99065.56216812134,107371.5721282959,9,-0.04078738314648156
2021-03-16,8306.00996017456,99562.8475265503,107868.85748672485,9,-0.0363448442087857
2021-03-17,8306.00996017456,99920.95574188232,108226.96570205688,9,-0.033145655526562234
2021-03-18,8306.00996017456,95962.19146728516,104268.20142745972,9,-0.06851159610164548
2021-03-19,8306.00996017456,97261.08895111084,105567.0989112854,9,-0.05690779045934602
2021-03-22,8306.00996017456,99433.21184921265,107739.2218093872,9,-0.037502955008803074
2021-03-23,8306.00996017456,97433.32542037964,105739.3353805542,9,-0.05536910204182399
2021-03-24,8306.00996017456,97022.69665145874,105328.7066116333,9,-0.05903748733398784
2021-03-25,8306.00996017456,97119.1916770935,105425.20163726807,9,-0.05817544122422358
2021-03-26,8306.00996017456,101543.30043029785,109849.31039047241,9,-0.018652308142638074
2021-03-29,8306.00996017456,100227.35149765015,108533.3614578247,9,-0.030408444281003866
2021-03-30,8306.00996017456,100384.03519439697,108690.04515457153,9,-0.029008697813705853
2021-03-31,8306.00996017456,102882.57834243774,111188.5883026123,9,-0.006687760680644916
2021-04-01,8306.00996017456,106471.36696624756,114777.37692642212,9,0.0
2021-04-05,8306.00996017456,108982.55583572388,117288.56579589844,9,0.0
2021-04-06,8306.00996017456,108011.61198806763,116317.62194824219,9,-0.008278248106007635
2021-04-07,8306.00996017456,108121.1933631897,116427.20332336426,9,-0.007343959461769689
2021-04-08,8306.00996017456,109443.29272079468,117749.30268096924,9,0.0
2021-04-09,8306.00996017456,109229.66469192505,117535.67465209961,9,-0.001814261520074023
2021-04-12,8306.00996017456,107880.84413528442,116186.85409545898,9,-0.013269281005795497
2021-04-13,8306.00996017456,108106.2293548584,116412.23931503296,9,-0.011355170141082893
2021-04-14,8306.00996017456,107399.93920135498,115705.94916152954,9,-0.017353423527067258
2021-04-15,8306.00996017456,108946.47856903076,117252.48852920532,9,-0.004219253451631766
2021-04-16,8306.00996017456,108399.09799957275,116705.10795974731,9,-0.008867948237885281
2021-04-19,8306.00996017456,106815.53074264526,115121.54070281982,9,-0.022316582080057712
2021-04-20,8306.00996017456,105517.43142318726,113823.44138336182,9,-0.03334084540818194
2021-04-21,8306.00996017456,107711.55597686768,116017.56593704224,9,-0.014706980886493914
2021-04-22,8306.00996017456,106189.87967681885,114495.88963699341,9,-0.027629998394051225
2021-04-23,8306.00996017456,107967.67763900757,116273.68759918213,9,-0.012531837116565803
2021-04-26,8306.00996017456,109390.22176361084,117696.2317237854,9,-0.00045071143501906885
2021-04-27,8306.00996017456,108484.15574264526,116790.16570281982,9,-0.008145585207821604
2021-04-28,8306.00996017456,107631.71140670776,115937.72136688232,9,-0.015385070423688418
2021-04-29,8306.00996017456,108142.19613265991,116448.20609283447,9,-0.011049717989922714
2021-04-30,8306.00996017456,106637.43882751465,114943.44878768921,9,-0.023829048914898676
2021-05-03,8306.00996017456,105898.6231918335,114204.63315200806,9,-0.030103528838426596
2021-05-04,8306.00996017456,104373.76229858398,112679.77225875854,9,-0.04305359188364888
2021-05-05,8306.00996017456,105137.9344215393,113443.94438171387,9,-0.036563768967025956
2021-05-06,8306.00996017456,104994.89763641357,113300.90759658813,9,-0.03777852592837527
2021-05-07,8306.00996017456,106667.52155685425,114973.53151702881,9,-0.02357356774724284
2021-05-10,8306.00996017456,102058.49243927002,110364.50239944458,9,-0.06271629736554007
2021-05-11,8306.00996017456,102208.49895477295,110514.50891494751,9,-0.06144234913750379
2021-05-12,8306.00996017456,97682.27568817139,105988.28564834595,9,-0.09988184018795143
2021-05-13,17523.449779510498,90462.75374603271,107986.20352554321,8,-0.08291428427290337
2021-05-14,17523.449779510498,92982.099193573,110505.5489730835,8,-0.06151844251266625
2021-05-17,6889.949413299561,102328.73571395874,109218.6851272583,9,-0.07244728724062044
2021-05-18,6889.949413299561,101536.6109161377,108426.56032943726,9,-0.07917450158317352
2021-05-19,6889.949413299561,103426.62210464478,110316.57151794434,9,-0.06312335609462749
2021-05-20,6889.949413299561,106513.36059570312,113403.31000900269,9,-0.03690886122478032
2021-05-21,6889.949413299561,105642.33437347412,112532.28378677368,9,-0.044306155326716334
2021-05-24,6889.949413299561,108272.43058395386,115162.37999725342,9,-0.021969749500129532
2021-05-25,6889.949413299561,108727.00705718994,115616.9564704895,9,-0.01810920457216747
2021-05-26,6889.949413299561,108854.64693450928,115744.59634780884,9,-0.017025207687148436
2021-05-27,6889.949413299561,108929.7575340271,115819.70694732666,9,-0.01638732196037407
2021-05-28,6889.949413299561,109549.99891662598,116439.94832992554,9,-0.0111198480265422
2021-06-01,6889.949413299561,109092.88168334961,115982.83109664917,9,-0.015001970662248065
2021-06-02,6889.949413299561,109235.02075195312,116124.97016525269,9,-0.013794837665557447
2021-06-03,6889.949413299561,107743.01440429688,114632.96381759644,9,-0.0264658795629239
2021-06-04,6889.949413299561,110052.07984924316,116942.02926254272,9,-0.006855865810209916
2021-06-07,6889.949413299561,109852.40314865112,116742.35256195068,9,-0.008551644010553416
2021-06-08,6889.949413299561,108910.22847366333,115800.17788696289,9,-0.016553174835245654
2021-06-09,6889.949413299561,108591.73547744751,115481.68489074707,9,-0.01925801460044363
2021-06-10,6889.949413299561,109826.50559616089,116716.45500946045,9,-0.008771582064542649
2021-06-11,6889.949413299561,110005.74007415771,116895.68948745728,9,-0.007249411878257561
2021-06-14,6889.949413299561,110932.21674346924,117822.1661567688,9,0.0
2021-06-15,6889.949413299561,110200.65856933594,117090.6079826355,9,-0.0062090029236088196
2021-06-16,6889.949413299561,109312.43437576294,116202.3837890625,9,-0.013747687897293415
2021-06-17,6889.949413299561,110060.18072128296,116950.13013458252,9,-0.007401290017244988
2021-06-18,6889.949413299561,107428.42698669434,114318.3763999939,9,-0.02973795060016904
2021-06-21,6889.949413299561,108615.8070602417,115505.75647354126,9,-0.01966021979383259
2021-06-22,6889.949413299561,109210.1999130249,116100.14932632446,9,-0.014615389333048734
2021-06-23,6889.949413299561,109212.02368164062,116101.97309494019,9,-0.014599910338940814
2021-06-24,6889.949413299561,110601.04475784302,117490.99417114258,9,-0.0028107782807658133
2021-06-25,6889.949413299561,110651.09345245361,117541.04286575317,9,-0.0023859966268280353
2021-06-28,6889.949413299561,112452.16107940674,119342.1104927063,9,0.0
2021-06-29,6889.949413299561,112546.16355133057,119436.11296463013,9,0.0
2021-06-30,6889.949413299561,112035.28065109253,118925.23006439209,9,-0.004277457525675876
2021-07-01,6889.949413299561,110831.92100906372,117721.87042236328,9,-0.014352799163637409
2021-07-02,6889.949413299561,111742.70347976685,118632.6528930664,9,-0.00672711168858664
2021-07-06,6889.949413299561,111303.26058959961,118193.21000289917,9,-0.01040642508266354
2021-07-07,6889.949413299561,110814.46424102783,117704.41365432739,9,-0.014498959044452198
2021-07-08,6889.949413299561,109830.32025909424,116720.2696723938,9,-0.022738878759731573
2021-07-09,6889.949413299561,111040.14938735962,117930.09880065918,9,-0.012609370202938064
2021-07-12,6889.949413299561,111689.37775421143,118579.32716751099,9,-0.007173590766243909
2021-07-13,6889.949413299561,111373.3076210022,118263.25703430176,9,-0.009819943911568041
2021-07-14,6889.949413299561,111030.57027816772,117920.51969146729,9,-0.012689572990471243
2021-07-15,6889.949413299561,110016.31971359253,116906.26912689209,9,-0.02118156539879379
2021-07-16,4324.709728240967,111291.1847076416,115615.89443588257,9,-0.03198545593893265
2021-07-19,4324.709728240967,110760.47076797485,115085.18049621582,9,-0.03642895235298549
2021-07-20,4324.709728240967,112974.67600631714,117299.3857345581,9,-0.017890127006266465
2021-07-21,4324.709728240967,115122.55955505371,119447.26928329468,9,0.0
2021-07-22,4324.709728240967,115261.8579864502,119586.56771469116,9,0.0
2021-07-23,4324.709728240967,116958.35562133789,121283.06534957886,9,0.0
2021-07-26,4324.709728240967,116765.84700775146,121090.55673599243,9,-0.001587267051929686
2021-07-27,4324.709728240967,115090.00854110718,119414.71826934814,9,-0.015404847122271415
2021-07-28,4324.709728240967,115658.58182144165,119983.29154968262,9,-0.010716861386623533
2021-07-29,4324.709728240967,115720.74556350708,120045.45529174805,9,-0.010204310505045333
2021-07-30,4324.709728240967,117636.50873565674,121961.2184638977,9,0.0
2021-08-02,4324.709728240967,118559.93580245972,122884.64553070068,9,0.0
2021-08-03,4324.709728240967,120187.6064491272,124512.31617736816,9,0.0
2021-08-04,4324.709728240967,121039.55397415161,125364.26370239258,9,0.0
2021-08-05,4324.709728240967,120579.1523475647,124903.86207580566,9,-0.00367251091331644
2021-08-06,4324.709728240967,120894.143409729,125218.85313796997,9,-0.0011599044267336378
2021-08-09,4324.709728240967,120455.37729263306,124780.08702087402,9,-0.004659834184527756
2021-08-10,4324.709728240967,119056.11581420898,123380.82554244995,9,-0.01582139998565457
2021-08-11,4324.709728240967,118629.50894927979,122954.21867752075,9,-0.019224338369610128
2021-08-12,4324.709728240967,117326.05653381348,121650.76626205444,9,-0.02962165876197187
2021-08-13,4324.709728240967,117666.14052581787,121990.85025405884,9,-0.026908892125287243
2021-08-16,4324.709728240967,118208.39637374878,122533.10610198975,9,-0.022583450153895845
2021-08-17,4324.709728240967,116675.19064331055,120999.90037155151,9,-0.03481345641850386
2021-08-18,4324.709728240967,115346.00733184814,119670.71706008911,9,-0.045416025860604226
2021-08-19,4324.709728240967,116296.50465011597,120621.21437835693,9,-0.037834141755862416
2021-08-20,4324.709728240967,116257.88608932495,120582.59581756592,9,-0.03814219254841289
2021-08-23,4324.709728240967,118682.19814682007,123006.90787506104,9,-0.01880404955695958
2021-08-24,4324.709728240967,117903.98789596558,122228.69762420654,9,-0.025011641959064912
2021-08-25,4324.709728240967,118722.29247283936,123047.00220108032,9,-0.01848422694694951
2021-08-26,4324.709728240967,119009.05769729614,123333.76742553711,9,-0.016196771048532232
2021-08-27,4324.709728240967,121052.84746551514,125377.5571937561,9,0.0
2021-08-30,4324.709728240967,121539.06171417236,125863.77144241333,9,0.0
2021-08-31,4324.709728240967,120924.17531967163,125248.8850479126,9,-0.004885332669234854
2021-09-01,4324.709728240967,120009.17517852783,124333.8849067688,9,-0.012155098469653791
2021-09-02,4324.709728240967,120669.75690460205,124994.46663284302,9,-0.006906711912474717
